SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Actual_Churn,Churn_Probability,Churn_Risk
0,-0.18016108246950976,1.0571056596738067,0.17693803838457367,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0.37416896,Low Risk
0,-0.3431369275747509,-0.14453636813624496,-0.37172269321417106,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.07607783,Low Risk
1,-0.8728084241667845,0.6648684279128493,-0.6072726808312263,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,1,0.7968297,High Risk
0,-0.506112772679992,-1.499084435446331,-0.8223295106943721,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.016721426,Low Risk
1,1.0421577558197987,1.183419344478183,1.5293761532763173,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0,0.1936843,Low Risk
0,1.0014137945434884,0.3175057947008148,0.8973971688933792,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0,0.007815145,Low Risk
1,1.5310852911355222,1.6238552191250208,2.3962433440786604,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0,0.05180049,Low Risk
0,1.6125732136881425,0.028313937385533002,1.0505553974029513,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.003176351,Low Risk
0,0.5532302205040753,1.1634750784564392,0.9300009225642919,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0,0.33546558,Low Risk
0,-0.9950403079957154,0.12471122315729345,-0.7583793876280823,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,0.16572124,Low Risk
0,1.6125732136881425,0.6548962949019775,1.6974906368527902,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,0,0.014220889,Low Risk
0,-1.1580161531009565,-0.2525678090873561,-0.9086478382412476,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0,0.4102124,Medium Risk
0,-0.9950403079957154,-0.3456410505221597,-0.7977553688882849,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.36935943,Low Risk
0,0.4309983366751445,1.3130570736195162,0.9567368829493708,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0,0.40328628,Medium Risk
0,-0.506112772679992,-0.5051951786961084,-0.5927355538561712,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0,0.35380068,Low Risk
0,0.06430268518835193,-0.013236616826432828,-0.08583321582917058,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,1,0.017684214,Low Risk
0,-1.2395040756535771,-0.34730307269063826,-0.9557225407674506,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0,0.5885999,Medium Risk
0,-0.506112772679992,0.8044782900650546,-0.20420381271558358,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1,0.2480923,Low Risk
0,-1.2802480369298874,0.20947435374970363,-0.9759951047888099,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.81235707,High Risk
1,-0.7505765403378537,0.3424361272279943,-0.5602862157980434,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.6746416,Medium Risk
0,0.5939741817803856,1.382862004695619,1.2550237281036898,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,1,0.654302,Medium Risk
0,-1.2802480369298874,-1.4808021915930663,-0.9984294873891606,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.54350436,Medium Risk
0,-0.42462485012737144,0.7379974033259092,-0.1908799512695542,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0.25166756,Low Risk
0,0.5532302205040753,-1.4824642137615447,-0.602596093701163,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0,0.0023250876,Low Risk
0,1.6125732136881425,1.0953321695488154,2.077242747437882,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,0,0.009608576,Low Risk
0,-0.38388088885106114,-0.8209793907070487,-0.6289349853676515,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0,0.0129669625,Low Risk
0,-1.2802480369298874,0.8227605339183194,-0.9678551960577091,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,0.8603975,High Risk
0,0.18653456901728277,0.875945243309636,0.4791073332317756,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,0.21503425,Low Risk
0,1.6125732136881425,-1.495760391109374,-0.3593694441913624,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.0014632493,Low Risk
1,1.6125732136881425,0.653234272733499,1.5955763324146188,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0,0.0089960545,Low Risk
1,-0.01718523736426863,0.3191678168692938,-0.002801734897292425,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.6771905,Medium Risk
0,0.10504664646466222,-1.2830215535441087,-0.5860736231331564,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.03598373,Low Risk
0,-0.7505765403378537,-1.5290008344789465,-0.8946180768510579,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.012049158,Low Risk
0,0.9606698332671781,1.2764925859129865,1.5269716815915206,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.032071356,Low Risk
0,0.6754621043330061,1.1850813666466615,1.1728966814752673,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,1,0.07020294,Low Risk
1,0.18653456901728277,0.3889727479453962,0.25802829447001063,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.58426,Medium Risk
0,-1.2802480369298874,-1.322910085587596,-0.9963338469299342,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0,0.22524208,Low Risk
0,-1.076528230548336,0.6000495633421824,-0.8043070027450245,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,0.87001103,High Risk
0,1.4495973685829016,0.6000495633421824,1.5411337992212404,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0,0.0052845688,Low Risk
0,1.5718292524118322,-0.3423170061852024,0.6595309470845471,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0.0023140504,Low Risk
0,0.3902543753988342,-0.3423170061852024,0.007875001758135184,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0.09618915,Low Risk
0,-0.09867315991688919,-1.499084435446331,-0.7429819450960815,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.013289023,Low Risk
0,-1.2802480369298874,-1.3295581742615106,-0.9964220844229541,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.75750256,High Risk
0,1.5718292524118322,0.6864747161030716,1.6529527622509137,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0.0017831237,Low Risk
0,-1.2802480369298874,-0.4669686688210999,-0.9849732697036012,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.69659597,Medium Risk
0,1.6125732136881425,0.6449241618911058,1.6338272856388156,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0,0.0045596273,Low Risk
0,-0.6690886177852331,-1.5206907236365534,-0.8632496480824258,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.012715625,Low Risk
0,-1.2802480369298874,0.4654257676954133,-0.9725979613075374,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0.92076474,High Risk
